meta_dataset,meta_processing_version,meta_source_filename,meta_original_data_row,meta_row_id,meta_row_sha256,meta_duplicate_group_id,meta_is_in_duplicate_group,meta_is_duplicate_beyond_first,meta_primary_source_id,meta_sensitivity_source_id,reference,final_alginate_conc_pctw_or_v,final_gelatin_conc_pctw_or_v,final_gelma_conc_pctw_or_v,final_hyaluronic_acid_conc_pctw_or_v,final_meha_conc_pctw_or_v,final_norha_conc_pctw_or_v,final_fibroin_or_fibrinogen_concentration_pct_wv,final_p127_conc_pctw_or_v,final_collagen_conc_pctw_or_v,final_tcp_concentration_pct_wv,final_gellan_conc_pctw_or_v,final_nano_or_methylcellulose_concentration_pct_wv,final_pegda_concentration_pct_wv,final_agarose_concentration_pct_wv,cacl2_conc_mm,source_nacl2_concentration_mm,bacl2_conc_mm,srcl2_conc_mm,physical_crosslinking_duration_s,photocrosslinking_duration_s,extrusion_pressure_kpa,extrusion_rate_lengthwise_mm_or_s,extrusion_rate_volume_wise_ml_or_s,nozzle_movement_speed_mm_or_s,inner_nozzle_outer_diameter_um,outer_nozzle_inner_diameter_um,filament_diameter_um,cell_density_cells_or_ml,syringe_temperature_degc,substrate_temperature_degc,days_observed,construct_base_area_mm_2,construct_total_thickness_mm,cell_culture_medium_used,di_water_used,precrosslinking_solution_used,saline_solution_used,etoh_solution_used,photoinitiator_used,enzymatic_crosslinker_used,conical_or_straight_nozzle,acceptable_filament_diameter_yes_or_no,filament_to_nozzle_ratio,log_filament_to_nozzle_ratio,meta_included_in_primary,meta_primary_exclusion_reason
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,12,FD-0011-6d39ea71bf5a,6d39ea71bf5aa4df20275c19ca68a8a0593699a57722044bbf9c7d2a01440603,,False,False,ref:soltan chen acsbiomat 2019,,Soltan_Chen_ACSBiomat_2019,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,10.0,,,25.0,0.0,210.0,1560.65,1000000.0,26.0,22.0,7.0,121.0,2.5,no,yes,no,no,yes,no,no,straight,no,7.4316666666666675,2.0057501494113303,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,13,FD-0012-894c970f185b,894c970f185bc9c07ac06960bb4558166debca80e4f9cc50964f295cbf916bcb,,False,False,ref:soltan chen acsbiomat 2019,,Soltan_Chen_ACSBiomat_2019,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,10.0,,,25.0,0.0,210.0,909.19,1000000.0,26.0,22.0,0.0,121.0,2.5,no,yes,no,no,yes,no,no,straight,no,4.329476190476191,1.4654465625202753,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,14,FD-0013-9a5c019172a7,9a5c019172a7d8aba2c580ab40c5844e13e53db7d1224ee64f506ea2ddca1d07,,False,False,ref:soltan chen acsbiomat 2019,,Soltan_Chen_ACSBiomat_2019,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,10.0,,,25.0,0.0,210.0,858.15,1000000.0,26.0,22.0,0.0,121.0,2.5,no,yes,no,no,yes,no,no,straight,no,4.086428571428572,1.4076713786651789,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,15,FD-0014-c021c8de676c,c021c8de676c2576bb2998a929e81f7b32e6347c5d17aecfb0492c6314a0ea05,,False,False,ref:soltan chen acsbiomat 2019,,Soltan_Chen_ACSBiomat_2019,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,10.0,,,25.0,0.0,210.0,833.96,1000000.0,26.0,22.0,0.0,121.0,2.5,no,yes,no,no,yes,no,no,straight,no,3.9712380952380952,1.3790779088603868,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,16,FD-0015-f6d80e409ec5,f6d80e409ec553167a87617e5c3bcd27545daaaa87b5c7c1276a052d485c7582,,False,False,ref:li li acsapplmatinterf 2017,,Li_Li_ACSApplMatInterf_2017,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.43,0.0,0.0,0.0,600.0,0.0,215.0,7.6,,,0.0,250.0,370.2,3000000.0,37.0,22.0,0.0,,,no,no,yes,yes,no,no,no,straight,no,1.4808,0.39258248227715065,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,17,FD-0016-6f69e523aba1,6f69e523aba174afa11b78135f60969aed8906acbc004986f76d3b97076e5ca1,,False,False,ref:li li acsapplmatinterf 2017,,Li_Li_ACSApplMatInterf_2017,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.43,0.0,0.0,0.0,600.0,0.0,215.0,7.6,,,0.0,250.0,336.92,3000000.0,37.0,22.0,5.0,,,no,no,yes,yes,no,no,no,straight,no,1.34768,0.29838459558491653,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,18,FD-0017-6720c9840de1,6720c9840de1c174217d6f75c37920bef4a1af89a6c3f7870805aa72a6921beb,,False,False,ref:ning chen biofab 2018,,Ning_Chen_Biofab_2018,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1080.0,0.0,30.0,9.0,,,0.0,200.0,287.01,1000000.0,,22.0,1.0,,,yes,no,no,yes,no,no,yes,straight,no,1.43505,0.36119969181014894,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,19,FD-0018-f666a0de9b61,f666a0de9b611b0bc40aa80b4bbac44a9f7759e170252ffb3392c4f25d6e3e9d,,False,False,ref:ning chen biofab 2018,,Ning_Chen_Biofab_2018,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1080.0,0.0,30.0,9.0,,,0.0,200.0,308.09,1000000.0,,22.0,4.0,,,yes,no,no,yes,no,no,yes,straight,no,1.5404499999999999,0.43207458153336353,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,20,FD-0019-f2d74af1038c,f2d74af1038cf0b5e1d6188e56c3870933a78035925240f47b69ad6f532601d2,,False,False,ref:ning chen biofab 2018,,Ning_Chen_Biofab_2018,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1080.0,0.0,30.0,9.0,,,0.0,200.0,328.74,1000000.0,,22.0,10.0,,,yes,no,no,yes,no,no,yes,straight,no,1.6437,0.49694979823034263,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,21,FD-0020-76effbb50b1b,76effbb50b1b5f6fd312756f16acfaa3255176ffd54ac970b8e61dd5edcc5441,,False,False,ref:ning chen biofab 2018,,Ning_Chen_Biofab_2018,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1080.0,0.0,30.0,9.0,,,0.0,200.0,286.84,1000000.0,,22.0,1.0,,,yes,no,no,yes,no,no,yes,straight,no,1.4342,0.3606072024663374,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,22,FD-0021-0a10ddd36bcb,0a10ddd36bcbfbc5f1abf7cc4b9e405cc892150d00793fd6d67b4e85f61a43c6,,False,False,ref:ning chen biofab 2018,,Ning_Chen_Biofab_2018,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1080.0,0.0,30.0,9.0,,,0.0,200.0,298.04,1000000.0,,22.0,4.0,,,yes,no,no,yes,no,no,yes,straight,no,1.4902000000000002,0.3989103391374902,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,23,FD-0022-1f8d8712d24f,1f8d8712d24f7cc3fe664d510db8e03e7ab4727cf58bbbe064b139ce7dbb1835,,False,False,ref:ning chen biofab 2018,,Ning_Chen_Biofab_2018,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1080.0,0.0,30.0,9.0,,,0.0,200.0,296.7,1000000.0,,22.0,10.0,,,yes,no,no,yes,no,no,yes,straight,no,1.4835,0.39440416074873946,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,24,FD-0023-530d4bf6d24a,530d4bf6d24ac288ba799cca222b7c5b332e5711a81173ea91af3188b6c40db9,,False,False,ref:markstedt mantas biomacromol 2015,,Markstedt_Mantas_Biomacromol_2015,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,90.0,0.0,0.0,0.0,600.0,0.0,40.0,,,5.0,0.0,300.0,668.9086,15000000.0,,22.0,0.0,23.04,1.0,no,yes,no,no,no,no,no,straight,no,2.2296953333333334,0.8018649543147985,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,25,FD-0024-01ddfc364a30,01ddfc364a308266cef85deb5c44165bda01a8bd378f4e0572f38a1ea6e19a0d,,False,False,ref:markstedt mantas biomacromol 2015,,Markstedt_Mantas_Biomacromol_2015,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,90.0,0.0,0.0,0.0,600.0,0.0,40.0,,,5.0,0.0,300.0,443.96,15000000.0,,22.0,7.0,23.04,1.0,no,yes,no,no,no,no,no,straight,no,1.4798666666666667,0.3919519936275777,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,26,FD-0025-0d31d9fd680f,0d31d9fd680f67b57ecb0665faa8938d72031c1cf2a70bb2c9171f694f8a2d9b,,False,False,ref:shim cho jmicromechmicroeng 2012,,Shim_Cho_JMicromechMicroeng_2012,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,145.0,0.0,0.0,600.0,0.0,,0.01,,,0.0,250.0,624.48,1000000.0,,22.0,1.0,,2.0,yes,no,no,no,no,no,no,straight,no,2.49792,0.9154583855700584,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,27,FD-0026-453b9480ce77,453b9480ce77a55b94980ade6887953bc90390d6e1671d4168b23e5c25b79c27,,False,False,ref:shim cho jmicromechmicroeng 2012,,Shim_Cho_JMicromechMicroeng_2012,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,145.0,0.0,0.0,600.0,0.0,,0.01,,,0.0,250.0,68.27,1000000.0,,22.0,7.0,,2.0,yes,no,no,no,no,no,no,straight,no,0.27308,-1.2979904864320575,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,28,FD-0027-8b351056d962,8b351056d96212365c3f73e63acc2adc6bfbd84c327a2839c49652e0467050fa,,False,False,ref:shim cho jmicromechmicroeng 2012,,Shim_Cho_JMicromechMicroeng_2012,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,145.0,0.0,0.0,600.0,0.0,,0.01,,,0.0,250.0,611.93,1000000.0,,22.0,1.0,,2.0,yes,no,no,no,no,no,no,straight,no,2.44772,0.8951569790233259,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,29,FD-0028-1d1075847a95,1d1075847a9566802938ca2ef0d3fd3f58341574501988d94168ac58e0b00e99,,False,False,ref:shim cho jmicromechmicroeng 2012,,Shim_Cho_JMicromechMicroeng_2012,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,145.0,0.0,0.0,600.0,0.0,,0.01,,,0.0,250.0,595.83,1000000.0,,22.0,7.0,,2.0,yes,no,no,no,no,no,no,straight,no,2.3833200000000003,0.8684944736165636,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,30,FD-0029-aaeae11abcfa,aaeae11abcfa1fa97289f202d73a15a0dfdc8ddb34729ca0d6f038553d39676c,,False,False,ref:daly kelly biofab 2016,,Daly_Kelly_Biofab_2016,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,900.0,0.0,200.0,,,,0.0,260.0,504.05,20000000.0,21.0,,0.0,,,no,yes,no,yes,no,no,no,straight,no,1.9386538461538463,0.6619938384844228,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,31,FD-0030-3cd2e7852c52,3cd2e7852c52c716c9b58e4349f5cfa5e31bcc039372b3de99ce33a7b6363f0d,,False,False,ref:daly kelly biofab 2016,,Daly_Kelly_Biofab_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,900.0,0.0,200.0,,,,0.0,260.0,500.73,20000000.0,37.0,,0.0,,,no,yes,no,no,no,no,no,straight,no,1.9258846153846154,0.6553854026429081,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,32,FD-0031-87e0fe44823c,87e0fe44823cef7a6bec8e1022c0cacc3427443e0dc729c471874443ea42c2ab,,False,False,ref:daly kelly biofab 2016,,Daly_Kelly_Biofab_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,900.0,140.0,,,,0.0,260.0,641.42,20000000.0,21.0,,0.0,,,no,no,no,no,no,yes,no,straight,no,2.4669999999999996,0.9030028375472196,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,33,FD-0032-a5d465c7f999,a5d465c7f999da9cc1ba31286c62a4d7fd979da4c2eae4405b23c406931c7292,,False,False,ref:daly kelly biofab 2016,,Daly_Kelly_Biofab_2016,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,900.0,60.0,,,,0.0,260.0,265.1,20000000.0,28.0,,0.0,,,no,yes,no,yes,no,yes,no,straight,yes,1.0196153846153848,0.01942548227945232,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,34,FD-0033-68388c3aa08c,68388c3aa08c9eded63984e406358bf6c2eeaa5f3803ff90a02f67b5c5d8b059,,False,False,ref:yang zhao matsciengc 2018,,Yang_Zhao_MatSciEngC_2018,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,260.0,747.1096,10000000.0,,,0.0,400.0,0.0,yes,no,no,no,no,no,no,straight,no,2.8734984615384613,1.0555302635691217,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,35,FD-0034-3060368fc1ba,3060368fc1ba5bd84a3241f62c67a5a6a8c6b49a0b20f5a2f1638ff03d9e9d49,,False,False,ref:yang zhao matsciengc 2018,,Yang_Zhao_MatSciEngC_2018,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,,0.0,0.0,0.0,,0.0,,,,,0.0,260.0,1233.2,10000000.0,,,0.0,400.0,0.0,yes,no,no,no,no,no,no,straight,no,4.743076923076924,1.5566860649964678,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,36,FD-0035-f6b5dd388884,f6b5dd3888849b945230cdf06e67ab7502686b19c7f40260e55b3bbaeafd61a5,,False,False,ref:yang zhao matsciengc 2018,,Yang_Zhao_MatSciEngC_2018,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,260.0,804.686,10000000.0,,,0.0,400.0,0.0,yes,no,no,no,no,no,no,straight,no,3.094946153846154,1.1297705081972207,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,37,FD-0036-144424209194,14442420919430db10a60e1fc016c095d43a132ab9512c2362a6b502b6768b16,FD-DUP-003,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,774.06,700000.0,,,21.0,49.0,,yes,no,no,no,no,no,no,conical,no,1.887951219512195,0.6354922302667467,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,38,FD-0037-deb766c28536,deb766c28536423df0e44321c0ee425d599bc9274dca9efd440f74b54402d841,FD-DUP-040,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,666.599,700000.0,,,7.0,49.0,,yes,no,no,no,no,no,no,conical,no,1.6258512195121952,0.4860315060241457,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,39,FD-0038-b6fd12117bbe,b6fd12117bbeae13b7e3818a072710ec9d0ca989fa14c385e857dae6c52250ab,FD-DUP-038,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,708.89,700000.0,,,7.0,49.0,,yes,no,no,no,no,no,no,conical,no,1.7289999999999999,0.5475432067011534,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,40,FD-0039-1829dc986a2c,1829dc986a2c79a7c4e678d51c2524273e09fa3fce879d9fe77e45295071a8f0,FD-DUP-006,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,910.8,700000.0,,,21.0,49.0,,yes,no,no,no,no,no,no,conical,no,2.221463414634146,0.798166174491231,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,41,FD-0040-0d44faaf1de3,0d44faaf1de3216faf148c8f6a5b7c5f83027721aa0b64f9a0b33c2b8bc617db,FD-DUP-002,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,342.708,700000.0,,,1.0,49.0,,yes,no,no,no,no,no,no,conical,no,0.8358731707317074,-0.17927838705757626,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,42,FD-0041-b6b968f0cabf,b6b968f0cabf2257239f2c28cd4258b16e573364dcd7a6df1ef1fec6e1ca35b1,FD-DUP-037,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,333.28,700000.0,,,7.0,49.0,,yes,no,no,no,no,no,no,conical,no,0.8128780487804877,-0.2071741821856917,True,
