dataset,column_position,original_column,canonical_name,scientific_definition,unit,final_data_type,final_analysis_role,feature_timing,leakage_risk,include_core_physics,include_prospective_design,include_full_retrospective,include_ratio_core,include_ratio_prospective,include_ratio_full,special_parsing_rule,source_header_note,lock_status
cell_viability,14,Final_TCP_Conc_(%w/v),final_tcp_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,15,Final_Gellan_Conc_(%w/v),final_gellan_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,16,Final_Nano/Methycellulose_Conc_(%w/v),final_nano_or_methylcellulose_concentration_pct_wv,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,Source-defined composite material field. It must not be interpreted as one chemically uniform material.,locked
cell_viability,17,Final_PEGTA_Conc_(%w/v),final_pegta_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,18,Final_PEGMA_Conc_(%w/v),final_pegma_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,19,Final_PEGDA_Conc_(%w/v),final_pegda_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,20,Final_Agarose_Conc_(%w/v),final_agarose_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,21,CaCl2_Conc_(mM),cacl2_conc_mm,Reported concentration of the named formulation or crosslinking component.,mM,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,False,False,False,,,locked
cell_viability,22,NaCl2_Conc_(mM),source_nacl2_concentration_mm,Reported concentration of the named formulation or crosslinking component.,mM,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,The source header is chemically nonstandard. The original header and values are preserved. Scientific naming requires source verification.,locked
cell_viability,23,BaCl2_Conc_(mM),bacl2_conc_mm,Reported concentration of the named formulation or crosslinking component.,mM,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,24,SrCl2_Conc_(mM),srcl2_conc_mm,Reported concentration of the named formulation or crosslinking component.,mM,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,25,Physical_Crosslinking_Durantion_(s),physical_crosslinking_duration_s,Reported duration of the named crosslinking process.,s,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,False,False,False,,The canonical name corrects the source-header typographical error 'Durantion' to 'duration'.,locked
cell_viability,26,Photocrosslinking_Duration_(s),photocrosslinking_duration_s,Reported duration of the named crosslinking process.,s,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,False,False,False,,,locked
cell_viability,27,Extrusion_Pressure (kPa),extrusion_pressure_kpa,Reported extrusion pressure.,kPa,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,False,False,False,,,locked
cell_viability,28,Extrusion_Rate_Lengthwise_(mm/s),extrusion_rate_lengthwise_mm_or_s,Reported lengthwise extrusion rate.,mm/s,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,29,Extrusion_Rate_Volume-wise_(mL/s),extrusion_rate_volume_wise_ml_or_s,Reported volumetric extrusion rate.,mL/s,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,30,Nozzle_Movement_Speed_(mm/s),nozzle_movement_speed_mm_or_s,Reported nozzle translation speed.,mm/s,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,False,False,False,,,locked
cell_viability,31,Inner_Nozzle_Outer_Diameter_(µm),inner_nozzle_outer_diameter_um,Reported nozzle dimension defined by the original supplementary-data header.,µm,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,32,Outer_Nozzle_Inner_Diameter_(µm),outer_nozzle_inner_diameter_um,Reported nozzle dimension defined by the original supplementary-data header.,µm,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,False,False,False,,,locked
cell_viability,33,Fiber_Diameter_(µm),fiber_diameter_um,Reported post-print fiber diameter used only in the retrospective cell-viability feature set.,µm,numeric,numeric_predictor,post_print_measurement,high_for_prospective,False,False,True,False,False,False,extract_leading_numeric_and_retain_parenthetical_annotation,,locked
cell_viability,34,Fiber_Spacing_(µm),fiber_spacing_um,Reported realized or post-print fiber spacing used only in the retrospective cell-viability feature set.,µm,numeric,numeric_predictor,post_print_measurement,high_for_prospective,False,False,True,False,False,False,,,locked
cell_viability,35,Cell_Density_(cells/mL),cell_density_cells_or_ml,Cell density in the printable formulation.,cells/mL,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,False,False,False,,,locked
cell_viability,36,Syringe_Temperature_(°C),syringe_temperature_degc,Reported temperature at the named printing component or substrate.,°C,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,False,False,False,,,locked
cell_viability,37,Substrate_Temperature_(°C),substrate_temperature_degc,Reported temperature at the named printing component or substrate.,°C,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,False,False,False,,,locked
cell_viability,38,Days_Observed,days_observed,"Elapsed time from printing to outcome observation, as reported in the source dataset.",days,numeric,numeric_predictor,observation_time_known_at_prediction,low_if_prediction_horizon_is_specified,True,True,True,False,False,False,,,locked
cell_viability,39,Cell_Culture_Medium_Used?,cell_culture_medium_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,40,DI_Water_Used?,di_water_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,41,Precrosslinking_Solution_Used?,precrosslinking_solution_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,42,Saline_Solution_Used?,saline_solution_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,43,EtOH_Solution_Used?,etoh_solution_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,44,Photoinitiator_Used?,photoinitiator_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,45,Enzymatic_Crosslinker_Used?,enzymatic_crosslinker_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,46,Matrigel_Used?,matrigel_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,False,False,,,locked
cell_viability,47,Conical_or_Straight_Nozzle,conical_or_straight_nozzle,Reported nozzle geometry category.,category,categorical,categorical_predictor,pre_or_during_print,low,True,True,True,False,False,False,,,locked
cell_viability,48,Primary/Not_Primary,primary_or_not_primary,Reported primary versus non-primary cell category.,category,categorical,categorical_predictor,pre_or_during_print,low,True,True,True,False,False,False,,,locked
cell_viability,49,Viability_at_time_of_observation_(%),cell_viability_percent,Observed post-print cell viability at the specified observation time.,%,numeric_outcome,primary_continuous_outcome,not_a_predictor,excluded,False,False,False,False,False,False,,,locked
cell_viability,50,Acceptable_Viability_(Yes/No),acceptable_viability_yes_or_no,Legacy threshold-derived binary label excluded from the primary continuous-outcome regression analysis.,,categorical_label,legacy_derived_label,not_a_predictor,excluded,False,False,False,False,False,False,,,locked
cell_viability,51,Acceptable_Pressure_(Yes/No),acceptable_pressure_yes_or_no,Legacy threshold-derived binary label excluded from the primary continuous-outcome regression analysis.,,categorical_label,legacy_derived_label,not_a_predictor,excluded,False,False,False,False,False,False,,,locked
filament_diameter,1,Reference,reference,"Publication-level source identifier used only for grouping, auditing, and validation.",,identifier,publication_identifier,not_a_predictor,excluded,False,False,False,False,False,False,,,locked
filament_diameter,2,Final_Alginate_Conc_(%w/v),final_alginate_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,True,True,True,,,locked
filament_diameter,3,Final_Gelatin_Conc_(%w/v),final_gelatin_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,True,True,True,,,locked
filament_diameter,4,Final_GelMA_Conc_(%w/v),final_gelma_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,True,True,True,,,locked
filament_diameter,5,Final_Hyaluronic_Acid_Conc_(%w/v),final_hyaluronic_acid_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,6,Final_MeHA_Conc_(%w/v),final_meha_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,7,Final_NorHA_Conc_(%w/v),final_norha_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,8,Final_Fibronin/Fibrinogen_Conc_(%w/v),final_fibroin_or_fibrinogen_concentration_pct_wv,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,The canonical name harmonizes the apparent source-header spelling 'Fibronin' with the corresponding cell-viability field. Values are not changed.,locked
filament_diameter,9,Final_P127_Conc_(%w/v),final_p127_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,10,Final_Collagen_Conc_(%w/v),final_collagen_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,11,Final_TCP_Conc_(%w/v)_(%w/v),final_tcp_concentration_pct_wv,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,The canonical name removes the duplicated unit token from the source header.,locked
filament_diameter,12,Final_Gellan_Conc_(%w/v),final_gellan_conc_pctw_or_v,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,13,Final_Nano/Methycellulose_Conc_(%w/v),final_nano_or_methylcellulose_concentration_pct_wv,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,Source-defined composite material field. It must not be interpreted as one chemically uniform material.,locked
filament_diameter,14,PEGDA_Conc_(%w/v),final_pegda_concentration_pct_wv,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,15,Agarose_Conc_(%w/v),final_agarose_concentration_pct_wv,Reported concentration of the named formulation or crosslinking component.,% w/v,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,16,CaCl2_Conc_(mM),cacl2_conc_mm,Reported concentration of the named formulation or crosslinking component.,mM,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,True,True,True,,,locked
filament_diameter,17,NaCl2_Conc_(mM),source_nacl2_concentration_mm,Reported concentration of the named formulation or crosslinking component.,mM,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,The source header is chemically nonstandard. The original header and values are preserved. Scientific naming requires source verification.,locked
filament_diameter,18,BaCl2_Conc_(mM),bacl2_conc_mm,Reported concentration of the named formulation or crosslinking component.,mM,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,19,SrCl2_Conc_(mM),srcl2_conc_mm,Reported concentration of the named formulation or crosslinking component.,mM,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,20,Physical_Crosslinking_Durantion_(s),physical_crosslinking_duration_s,Reported duration of the named crosslinking process.,s,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,True,True,True,,The canonical name corrects the source-header typographical error 'Durantion' to 'duration'.,locked
filament_diameter,21,Photocrosslinking_Duration_(s),photocrosslinking_duration_s,Reported duration of the named crosslinking process.,s,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,True,True,True,,,locked
filament_diameter,22,Extrusion_Pressure (kPa),extrusion_pressure_kpa,Reported extrusion pressure.,kPa,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,True,True,True,,,locked
filament_diameter,23,Extrusion_Rate_Lengthwise_(mm/s),extrusion_rate_lengthwise_mm_or_s,Reported lengthwise extrusion rate.,mm/s,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,24,Extrusion_Rate_Volume-wise_(mL/s),extrusion_rate_volume_wise_ml_or_s,Reported volumetric extrusion rate.,mL/s,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,25,Nozzle_Movement_Speed_(mm/s),nozzle_movement_speed_mm_or_s,Reported nozzle translation speed.,mm/s,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,True,True,True,,,locked
filament_diameter,26,Inner_Nozzle_Outer_Diameter_(µm),inner_nozzle_outer_diameter_um,Reported nozzle dimension defined by the original supplementary-data header.,µm,numeric,numeric_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,27,Outer_Nozzle_Inner_Diameter_(µm),outer_nozzle_inner_diameter_um,Reported nozzle dimension defined by the original supplementary-data header.,µm,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,False,False,False,,,locked
filament_diameter,28,Filament_Diameter_(µm),filament_diameter_um,Observed printed filament diameter.,µm,numeric_outcome,primary_continuous_outcome,not_a_predictor,excluded,False,False,False,False,False,False,,,locked
filament_diameter,29,Cell_Density_(cells/mL),cell_density_cells_or_ml,Cell density in the printable formulation.,cells/mL,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,True,True,True,,,locked
filament_diameter,30,Syringe_Temperature_(°C),syringe_temperature_degc,Reported temperature at the named printing component or substrate.,°C,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,True,True,True,,,locked
filament_diameter,31,Substrate_Temperature_(°C),substrate_temperature_degc,Reported temperature at the named printing component or substrate.,°C,numeric,numeric_predictor,pre_or_during_print,low,True,True,True,True,True,True,,,locked
filament_diameter,32,Days_Observed,days_observed,"Elapsed time from printing to outcome observation, as reported in the source dataset.",days,numeric,numeric_predictor,observation_time_known_at_prediction,low_if_prediction_horizon_is_specified,True,True,True,True,True,True,,,locked
filament_diameter,33,Construct_Base_Area_(mm^2),construct_base_area_mm_2,Reported construct-geometry variable retained only in the retrospective filament feature set because timing provenance is uncertain.,mm²,numeric,numeric_predictor,uncertain_design_or_post_print,excluded_from_primary_prospective,False,False,True,False,False,True,,,locked
filament_diameter,34,Construct_Total_Thickness_(mm),construct_total_thickness_mm,Reported construct-geometry variable retained only in the retrospective filament feature set because timing provenance is uncertain.,mm,numeric,numeric_predictor,uncertain_design_or_post_print,excluded_from_primary_prospective,False,False,True,False,False,True,,,locked
filament_diameter,35,Cell_Culture_Medium_Used?,cell_culture_medium_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,36,DI_Water_Used?,di_water_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,37,Precrosslinking_Solution_Used?,precrosslinking_solution_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,38,Saline_Solution_Used?,saline_solution_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,39,EtOH_Solution_Used?,etoh_solution_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,40,Photoinitiator_Used?,photoinitiator_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,41,Enzymatic_Crosslinker_Used?,enzymatic_crosslinker_used,Reported binary indicator for use of the named formulation or processing component.,category,categorical,categorical_predictor,pre_or_during_print,low,False,True,True,False,True,True,,,locked
filament_diameter,42,Conical_or_Straight_Nozzle,conical_or_straight_nozzle,Reported nozzle geometry category.,category,categorical,categorical_predictor,pre_or_during_print,low,True,True,True,True,True,True,,,locked
filament_diameter,43,Acceptable_Filament_Diameter_(Yes/No),acceptable_filament_diameter_yes_or_no,Legacy threshold-derived binary label excluded from the primary continuous-outcome regression analysis.,,categorical_label,legacy_derived_label,not_a_predictor,excluded,False,False,False,False,False,False,,,locked
